ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT;BOOTH_ID;SUBINDUSTRY;SUBMARKET;SUBMARKET_1;MARKET_NAME;INDUSTRY_NAME
32427038;0447109B            ;0;0;0;20140812;1;795795;88;1006;1006;四区市场;围巾
32427039;01A7651B            ;0;0;0;20140812;1;754288;9;1001;1001;一区市场;装饰工艺
32427040;0215781             ;0;0;0;20140812;1;764024;25;1003;1003;二区市场;自行车/童车
32427041;01A1035A            ;0;0;0;20140812;1;756659;115;1001;1001;一区市场;玩具
32427042;02117031            ;0;0;0;20140812;2;765895;15;1003;1003;二区市场;箱包
32427043;NM201217            ;0;0;0;20140812;1;100003902;10671;2002;2002;义乌副食品市场;其他副食类
32427044;0445716             ;0;0;0;20140812;1;789406;131;1006;1006;四区市场;皮带/配件
32427045;shop_98634          ;0;0;0;20140812;1;810439;142;1008;1008;篁园服装市场;男装
32427046;shop_103034         ;0;0;0;20140812;1;772410;102;1004;1004;三区市场;文化体育用品
32427048;01A5460A            ;0;0;0;20140812;1;757318;7;1001;1001;一区市场;珠宝首饰
32427049;01A5149A            ;0;0;0;20140812;1;759724;7;1001;1001;一区市场;珠宝首饰
32427050;0432024B            ;0;0;0;20140812;1;779545;130;1006;1006;四区市场;袜类
32427052;0328878             ;0;0;0;20140812;2;768605;502;1004;1004;三区市场;生产企业直销中心-服装辅料
32427053;01A7928             ;0;0;0;20140812;1;751561;12;1001;1001;一区市场;瓷器水晶
32427054;01A9205A            ;0;0;0;20140812;1;749597;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32427056;0213768             ;0;0;0;20140812;1;762989;17;1003;1003;二区市场;五金工具/配件
32427057;0432881             ;0;0;0;20140812;1;789784;130;1006;1006;四区市场;袜类
32427058;shop_100206         ;0;0;0;20140812;1;806873;144;1008;1008;篁园服装市场;女装
32427059;shop_112626         ;0;0;0;20140812;1;781522;78;1006;1006;四区市场;日用百货
32427061;0218638B            ;0;0;0;20140812;1;768246;500;1003;1003;二区市场;电池/灯/电筒(电子)
32427062;Y2-0412             ;0;0;0;20140812;1;802934;142;1008;1008;篁园服装市场;男装
32427063;shop_103883         ;0;0;0;20140812;1;760914;15;1003;1003;二区市场;箱包
32427064;0322048             ;0;0;0;20140812;1;770673;107;1004;1004;三区市场;笔墨纸制品
32427065;shop_99206          ;0;0;0;20140812;1;776196;130;1006;1006;四区市场;袜类
32427066;02182351            ;0;0;0;20140812;1;762201;500;1003;1003;二区市场;电池/灯/电筒(电子)
32427067;shop_119304         ;0;0;0;20140812;1;781397;130;1006;1006;四区市场;袜类
32427068;0216989             ;0;0;0;20140812;1;763607;18;1003;1003;二区市场;五金厨卫
32427070;0431163A            ;0;0;0;20140812;1;778156;130;1006;1006;四区市场;袜类
32427072;0440354A            ;0;0;0;20140812;1;789049;74;1006;1006;四区市场;线带
32427073;shop_106201         ;0;0;0;20140812;3;787498;133;1006;1006;四区市场;帽子
32427074;shop_104343         ;0;0;0;20140812;1;750643;11;1001;1001;一区市场;相框
32427075;0327252B            ;0;0;0;20140812;1;768447;109;1004;1004;三区市场;化妆品配件
32427076;shop_98560          ;0;0;0;20140812;1;100002836;10666;2002;2002;义乌副食品市场;酒、饮料、水果罐头类
32427077;shop_99777          ;0;0;0;20140812;1;778711;132;1006;1006;四区市场;针棉织品
32427078;04312721            ;0;0;0;20140812;1;775083;130;1006;1006;四区市场;袜类
32427079;01A2587A            ;0;0;0;20140812;1;760341;115;1001;1001;一区市场;玩具
32427080;shop_118455         ;0;0;0;20140812;1;200004838;3303;3010;3010;万家义购;皮具箱包
32427081;03282161            ;0;0;0;20140812;1;771769;65;1004;1004;三区市场;服装辅料
32427082;0442416B            ;0;0;0;20140812;1;792670;80;1006;1006;四区市场;鞋类
32427083;04343032            ;0;0;0;20140812;1;785831;78;1006;1006;四区市场;日用百货
32427084;shop_120466         ;0;0;0;20140812;1;100009250;187;1007;1007;五区市场;合计划国外
32427085;0438428A            ;0;0;0;20140812;2;788101;133;1006;1006;四区市场;帽子
32427087;01A1574             ;0;0;0;20140812;1;756245;115;1001;1001;一区市场;玩具
32427088;01AA913             ;0;0;0;20140812;1;753040;1;1001;1001;一区市场;花类
32427090;shop_118008         ;0;0;0;20140812;2;765520;20;1003;1003;二区市场;电讯器材
32427091;01A7143             ;0;0;0;20140812;2;757562;9;1001;1001;一区市场;装饰工艺
32427092;NM201834A           ;0;0;0;20140812;1;100004255;10671;2002;2002;义乌副食品市场;其他副食类
32427093;0444188             ;0;0;0;20140812;1;784932;80;1006;1006;四区市场;鞋类
32427096;0430398             ;0;0;0;20140812;1;780378;130;1006;1006;四区市场;袜类
32427097;NM10401             ;0;0;0;20140812;1;100002294;10664;2002;2002;义乌副食品市场;非定型包装干果、炒货类
32427098;0565852             ;0;0;0;20140812;1;795448;151;1007;1007;五区市场;针纺布类
32427099;01A1353             ;0;0;0;20140812;1;758547;115;1001;1001;一区市场;玩具
32427100;01A2902A            ;0;0;0;20140812;1;756938;115;1001;1001;一区市场;玩具
32427101;shop_113580         ;0;0;0;20140812;4;100008127;522;1007;1007;五区市场;小商品配送
32427102;01A5913             ;0;0;0;20140812;1;753001;7;1001;1001;一区市场;珠宝首饰
32427104;0436215             ;0;0;0;20140812;1;780571;78;1006;1006;四区市场;日用百货
32427105;0435520A            ;0;0;0;20140812;1;785980;78;1006;1006;四区市场;日用百货
32427106;0432713A            ;0;0;0;20140812;1;781224;130;1006;1006;四区市场;袜类
32427107;0447308             ;0;0;0;20140812;1;795873;88;1006;1006;四区市场;围巾
32427108;shop_117657         ;0;0;0;20140812;1;803027;143;1008;1008;篁园服装市场;牛仔
32427109;0434265             ;0;0;0;20140812;1;792911;78;1006;1006;四区市场;日用百货
32427110;0327603             ;0;0;0;20140812;1;782112;104;1004;1004;三区市场;纽扣/拉链
32427111;01A7404             ;0;0;0;20140812;1;751943;9;1001;1001;一区市场;装饰工艺
32427112;0431471A            ;0;0;0;20140812;1;777179;130;1006;1006;四区市场;袜类
32427113;shop_101881         ;0;0;0;20140812;1;805983;142;1008;1008;篁园服装市场;男装
32427114;0563110             ;0;0;0;20140812;1;801169;63;1007;1007;五区市场;床上用品
32427115;01A1617A            ;0;0;0;20140812;1;760264;115;1001;1001;一区市场;玩具
32427116;01A5610             ;0;0;0;20140812;1;757978;7;1001;1001;一区市场;珠宝首饰
32427117;0215684             ;0;0;0;20140812;1;768262;17;1003;1003;二区市场;五金工具/配件
32427118;0449422             ;0;0;0;20140812;1;813587;86;1006;1006;四区市场;文胸内衣
32427119;01A7988             ;0;0;0;20140812;1;749359;12;1001;1001;一区市场;瓷器水晶
32427120;0437528A            ;0;0;0;20140812;1;776481;132;1006;1006;四区市场;针棉织品
32427121;0326928A            ;0;0;0;20140812;1;769061;109;1004;1004;三区市场;化妆品配件
32427122;0430446A            ;0;0;0;20140812;1;779515;130;1006;1006;四区市场;袜类
32427123;04347722            ;0;0;0;20140812;1;781572;78;1006;1006;四区市场;日用百货
32427124;04478971            ;0;0;0;20140812;1;795983;86;1006;1006;四区市场;文胸内衣
32427125;0211732A            ;0;0;0;20140812;1;763958;15;1003;1003;二区市场;箱包
32427126;Y3-0725A            ;0;0;0;20140812;2;805864;144;1008;1008;篁园服装市场;女装
32427127;0437746B            ;0;0;0;20140812;1;785769;134;1006;1006;四区市场;手套
32427128;04388111            ;0;0;0;20140812;1;788406;133;1006;1006;四区市场;帽子
32427129;0212735             ;0;0;0;20140812;2;778186;15;1003;1003;二区市场;箱包
32427130;0211109A            ;0;0;0;20140812;1;765298;15;1003;1003;二区市场;箱包
32427133;04AA390             ;0;0;0;20140812;2;100000351;2000;1006;1006;四区市场;旅游购物中心
32427134;shop_108202         ;0;0;0;20140812;1;762723;15;1003;1003;二区市场;箱包
32427135;shop_113576         ;0;0;0;20140812;1;100008169;522;1007;1007;五区市场;小商品配送
32427136;shop_97506          ;0;0;0;20140812;1;100005941;10667;2002;2002;义乌副食品市场;其他副食类
32427138;shop_97227          ;0;0;0;20140812;1;100004598;10671;2002;2002;义乌副食品市场;其他副食类
32427139;04AA281             ;0;0;0;20140812;2;100000258;2000;1006;1006;四区市场;旅游购物中心
32427140;0439044A            ;0;0;0;20140812;1;789512;133;1006;1006;四区市场;帽子
32427141;0430430             ;0;0;0;20140812;1;781361;130;1006;1006;四区市场;袜类
32427142;01A6280             ;0;0;0;20140812;1;749437;9;1001;1001;一区市场;装饰工艺
32427143;0328353-1B          ;0;0;0;20140812;1;798273;65;1004;1004;三区市场;服装辅料
32427144;shop_120437         ;0;0;0;20140812;1;770435;508;1004;1004;三区市场;户外用品
32427146;shop_107745         ;0;0;0;20140812;1;20134901;200908;2009;2009;物资市场;水暖、卫浴
32427147;0442944             ;0;0;0;20140812;1;787163;80;1006;1006;四区市场;鞋类
32427148;01A2703B            ;0;0;0;20140812;1;756438;115;1001;1001;一区市场;玩具
32427149;0324829             ;0;0;0;20140812;1;770229;68;1004;1004;三区市场;办公学习用品
32427150;01A7362             ;0;0;0;20140812;1;752945;9;1001;1001;一区市场;装饰工艺
32427151;0323130             ;0;0;0;20140812;1;772899;84;1004;1004;三区市场;眼镜
32427152;0437468             ;0;0;0;20140812;1;792588;134;1006;1006;四区市场;手套
32427153;01A30891            ;0;0;0;20140812;1;760153;6;1001;1001;一区市场;头饰
32427155;01A8085             ;0;0;0;20140812;1;750542;12;1001;1001;一区市场;瓷器水晶
32427156;01A5781B            ;0;0;0;20140812;3;752262;7;1001;1001;一区市场;珠宝首饰
32427157;shop_108850         ;0;0;0;20140812;1;755913;6;1001;1001;一区市场;头饰
32427158;0210408             ;0;0;0;20140812;1;770365;14;1003;1003;二区市场;雨披/包装袋
32427159;0328542             ;0;0;0;20140812;2;782999;501;1004;1004;三区市场;生产企业直销中心-化妆品/美容美发
32427160;01A3344B            ;0;0;0;20140812;1;749323;6;1001;1001;一区市场;头饰
32427161;0446731B            ;0;0;0;20140812;1;792446;88;1006;1006;四区市场;围巾
32427162;shop_103816         ;0;0;0;20140812;1;755986;24;1003;1003;二区市场;伞具
32427164;0215807             ;0;0;0;20140812;1;762842;17;1003;1003;二区市场;五金工具/配件
32427165;shop_119207         ;0;0;0;20140812;1;200004390;3301;3010;3010;万家义购;服装
32427166;0328752             ;0;0;0;20140812;1;769949;503;1004;1004;三区市场;生产企业直销中心-文化体育
32427167;0569031             ;0;0;0;20140812;1;800091;146;1007;1007;五区市场;汽车用品
32427168;0321486             ;0;0;0;20140812;1;768720;107;1004;1004;三区市场;笔墨纸制品
32427169;JJ3B18              ;0;0;0;20140812;3;100001520;1104;2003;2003;家具市场;红木家具
32427170;0211898A            ;0;0;0;20140812;1;761126;15;1003;1003;二区市场;箱包
32427172;0438754B            ;0;0;0;20140812;1;795511;133;1006;1006;四区市场;帽子
32427173;04AA421             ;0;0;0;20140812;1;100000379;2000;1006;1006;四区市场;旅游购物中心
32427174;0441291             ;0;0;0;20140812;1;793316;74;1006;1006;四区市场;线带
32427175;04347552            ;0;0;0;20140812;1;787415;78;1006;1006;四区市场;日用百货
32427176;01A6563             ;0;0;0;20140812;1;749236;9;1001;1001;一区市场;装饰工艺
32427177;shop_104479         ;0;0;0;20140812;1;806013;142;1008;1008;篁园服装市场;男装
32427178;shop_120843         ;0;0;0;20140812;1;100008007;185;1007;1007;五区市场;虚拟商铺
32427179;0327682             ;0;0;0;20140812;1;779990;104;1004;1004;三区市场;纽扣/拉链
32427180;0327422A            ;0;0;0;20140812;1;775980;65;1004;1004;三区市场;服装辅料
32427181;Y1-0582B            ;0;0;0;20140812;1;810221;143;1008;1008;篁园服装市场;牛仔
32427182;0450084             ;0;0;0;20140812;1;813402;189;1006;1006;四区市场;相框/配件
32427183;0321938             ;0;0;0;20140812;1;769851;107;1004;1004;三区市场;笔墨纸制品
32427184;Y3-0404A            ;0;0;0;20140812;1;808533;144;1008;1008;篁园服装市场;女装
32427185;0213732A            ;0;0;0;20140812;1;761288;17;1003;1003;二区市场;五金工具/配件
32427186;shop_116915         ;0;0;0;20140812;1;804208;143;1008;1008;篁园服装市场;牛仔
32427187;JJ1C10              ;0;0;0;20140812;1;100001578;1102;2003;2003;家具市场;沙发软体
32427188;shop_112508         ;0;0;0;20140812;1;769417;109;1004;1004;三区市场;化妆品配件
32427189;shop_107869         ;0;0;0;20140812;2;20135073;200907;2009;2009;物资市场;墙地砖
32427190;0432970             ;0;0;0;20140812;1;782095;130;1006;1006;四区市场;袜类
32427191;01AA956             ;0;0;0;20140812;2;749313;115;1001;1001;一区市场;玩具
32427192;01AA299B            ;0;0;0;20140812;1;757867;1;1001;1001;一区市场;花类
32427193;shop_107873         ;0;0;0;20140812;1;20135077;200907;2009;2009;物资市场;墙地砖
32427194;0217302             ;0;0;0;20140812;1;774632;19;1003;1003;二区市场;小家电
32427195;0322039A            ;0;0;0;20140812;1;772366;107;1004;1004;三区市场;笔墨纸制品
32427196;0328325             ;0;0;0;20140812;1;773792;65;1004;1004;三区市场;服装辅料
32427197;0325202A            ;0;0;0;20140812;1;771447;68;1004;1004;三区市场;办公学习用品
32427198;0328309             ;0;0;0;20140812;1;773784;65;1004;1004;三区市场;服装辅料
32427199;shop_111605         ;0;0;0;20140812;1;776417;102;1004;1004;三区市场;文化体育用品
32427200;shop_108103         ;0;0;0;20140812;1;772203;107;1004;1004;三区市场;笔墨纸制品
32427201;shop_116931         ;0;0;0;20140812;1;777225;81;1004;1004;三区市场;化妆品
32427202;01A5745A            ;0;0;0;20140812;1;750560;13;1001;1001;一区市场;旅游工艺
32427203;Y5-0297B            ;0;0;0;20140812;2;807446;148;1008;1008;篁园服装市场;童装
32427204;0430225             ;0;0;0;20140812;2;792373;130;1006;1006;四区市场;袜类
32427205;shop_117754         ;0;0;0;20140812;1;776319;109;1004;1004;三区市场;化妆品配件
32427206;0432111             ;0;0;0;20140812;2;782178;130;1006;1006;四区市场;袜类
32427208;Y3-0319A            ;0;0;0;20140812;1;809274;144;1008;1008;篁园服装市场;女装
32427209;0212371B            ;0;0;0;20140812;2;762676;15;1003;1003;二区市场;箱包
32427210;0326894             ;0;0;0;20140812;1;776404;109;1004;1004;三区市场;化妆品配件
32427211;0448295A            ;0;0;0;20140812;1;797758;86;1006;1006;四区市场;文胸内衣
32427212;0434134A            ;0;0;0;20140812;1;778772;78;1006;1006;四区市场;日用百货
32427213;shop_96803          ;0;0;0;20140812;1;768867;514;1006;1006;四区市场;服饰
32427214;0328231-5           ;0;0;0;20140812;1;771126;65;1004;1004;三区市场;服装辅料
32427215;0216756             ;0;0;0;20140812;1;764151;19;1003;1003;二区市场;小家电
32427216;shop_114726         ;0;0;0;20140812;1;765193;65;1004;1004;三区市场;服装辅料
32427217;01A1426             ;0;0;0;20140812;2;752682;115;1001;1001;一区市场;玩具
32427218;01AAA42             ;0;0;0;20140812;1;753439;1;1001;1001;一区市场;花类
32427219;shop_113201         ;0;0;0;20140812;1;781037;80;1006;1006;四区市场;鞋类
32427220;JJ4B1               ;0;0;0;20140812;1;100001554;1107;2003;2003;家具市场;国际家居名品馆
32427222;01A7854             ;0;0;0;20140812;3;752961;12;1001;1001;一区市场;瓷器水晶
32427223;0326817             ;0;0;0;20140812;1;778103;109;1004;1004;三区市场;化妆品配件
32427224;NM201555            ;0;0;0;20140812;1;100003652;10670;2002;2002;义乌副食品市场;调味品、食用油类
32427225;shop_120232         ;0;0;0;20140812;1;768167;22;1003;1003;二区市场;钟表
32427226;0328915             ;0;0;0;20140812;2;813024;502;1004;1004;三区市场;生产企业直销中心-服装辅料
32427227;0324550A            ;0;0;0;20140812;1;772973;68;1004;1004;三区市场;办公学习用品
32427228;Y4-0500A            ;0;0;0;20140812;3;808045;147;1008;1008;篁园服装市场;睡衣
32427230;shop_103815         ;0;0;0;20140812;1;768271;15;1003;1003;二区市场;箱包
32427231;01A2460A            ;0;0;0;20140812;1;757724;115;1001;1001;一区市场;玩具
32427233;0445580             ;0;0;0;20140812;1;796264;131;1006;1006;四区市场;皮带/配件
32427235;0324632A            ;0;0;0;20140812;2;774170;68;1004;1004;三区市场;办公学习用品
32427236;01AA840B            ;0;0;0;20140812;1;758627;1;1001;1001;一区市场;花类
32427238;shop_98846          ;0;0;0;20140812;1;756390;6;1001;1001;一区市场;头饰
32427239;0569283             ;0;0;0;20140812;1;811669;145;1007;1007;五区市场;汽摩配件
32427240;01A7868             ;0;0;0;20140812;3;752974;12;1001;1001;一区市场;瓷器水晶
32427241;shop_96773          ;0;0;0;20140812;1;765008;514;1006;1006;四区市场;服饰
32427242;Y1-0265B            ;0;0;0;20140812;1;803034;143;1008;1008;篁园服装市场;牛仔
32427243;0442653A            ;0;0;0;20140812;2;784383;80;1006;1006;四区市场;鞋类
32427244;shop_101713         ;0;0;0;20140812;1;793828;130;1006;1006;四区市场;袜类
32427245;0329244             ;0;0;0;20140812;2;813471;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32427246;0448030             ;0;0;0;20140812;1;797355;86;1006;1006;四区市场;文胸内衣
32427247;04AA350             ;0;0;0;20140812;2;100000314;2000;1006;1006;四区市场;旅游购物中心
32427248;0218243A            ;0;0;0;20140812;1;774434;500;1003;1003;二区市场;电池/灯/电筒(电子)
32427249;0215325A            ;0;0;0;20140812;1;762575;17;1003;1003;二区市场;五金工具/配件
32427250;Y3-0572B            ;0;0;0;20140812;1;808564;144;1008;1008;篁园服装市场;女装
32427251;01A2422             ;0;0;0;20140812;3;751177;115;1001;1001;一区市场;玩具
32427252;0211766             ;0;0;0;20140812;1;763974;15;1003;1003;二区市场;箱包
32427253;shop_107186         ;0;0;0;20140812;4;749160;7;1001;1001;一区市场;珠宝首饰
32427254;shop_115906         ;0;0;0;20140812;1;100008771;151;1007;1007;五区市场;针纺布类
32427255;0216360B            ;0;0;0;20140812;2;768058;18;1003;1003;二区市场;五金厨卫
32427256;0327809             ;0;0;0;20140812;1;769328;104;1004;1004;三区市场;纽扣/拉链
32427257;0328852             ;0;0;0;20140812;1;772661;502;1004;1004;三区市场;生产企业直销中心-服装辅料
32427259;01A7301A            ;0;0;0;20140812;1;751517;9;1001;1001;一区市场;装饰工艺
32427261;shop_104712         ;0;0;0;20140812;2;770136;109;1004;1004;三区市场;化妆品配件
32427262;shop_109084         ;0;0;0;20140812;1;771825;68;1004;1004;三区市场;办公学习用品
32427263;shop_120817         ;0;0;0;20140812;1;763244;130;1006;1006;四区市场;袜类
32427264;0327865B            ;0;0;0;20140812;1;778268;104;1004;1004;三区市场;纽扣/拉链
32427265;0328270             ;0;0;0;20140812;1;773140;65;1004;1004;三区市场;服装辅料
32427267;0432972B            ;0;0;0;20140812;1;782098;130;1006;1006;四区市场;袜类
32427268;0445833A            ;0;0;0;20140812;1;784333;131;1006;1006;四区市场;皮带/配件
32427269;0441506             ;0;0;0;20140812;1;785803;80;1006;1006;四区市场;鞋类
32427270;0435447A            ;0;0;0;20140812;1;780873;78;1006;1006;四区市场;日用百货
32427272;0432200             ;0;0;0;20140812;1;781409;130;1006;1006;四区市场;袜类
32427273;shop_119421         ;0;0;0;20140812;1;758134;7;1001;1001;一区市场;珠宝首饰
32427274;0448371A            ;0;0;0;20140812;1;798550;86;1006;1006;四区市场;文胸内衣
32427275;0435871B            ;0;0;0;20140812;1;780885;78;1006;1006;四区市场;日用百货
32427276;NM101096A           ;0;0;0;20140812;1;100003753;10666;2002;2002;义乌副食品市场;酒、饮料、水果罐头类
32427277;shop_106629         ;0;0;0;20140812;1;783988;65;1004;1004;三区市场;服装辅料
32427278;0441740             ;0;0;0;20140812;2;792983;46;1006;1006;四区市场;花边
32427279;0437757A            ;0;0;0;20140812;2;787604;134;1006;1006;四区市场;手套
32427280;04AA408             ;0;0;0;20140812;2;100000367;2000;1006;1006;四区市场;旅游购物中心
32427281;NM10206             ;0;0;0;20140812;1;100002138;10668;2002;2002;义乌副食品市场;杂货类
32427282;shop_112311         ;0;0;0;20140812;1;790547;133;1006;1006;四区市场;帽子
32427283;shop_101375         ;0;0;0;20140812;1;749164;7;1001;1001;一区市场;珠宝首饰
32427284;0432459             ;0;0;0;20140812;1;776203;130;1006;1006;四区市场;袜类
32427286;0322508A            ;0;0;0;20140812;1;771800;107;1004;1004;三区市场;笔墨纸制品
32427287;Y2-0202A            ;0;0;0;20140812;1;807029;142;1008;1008;篁园服装市场;男装
32427288;0565307             ;0;0;0;20140812;1;799245;151;1007;1007;五区市场;针纺布类
32427289;0213627             ;0;0;0;20140812;1;763193;16;1003;1003;二区市场;电工产品
32427290;shop_121222         ;0;0;0;20140812;1;809897;148;1008;1008;篁园服装市场;童装
32427291;Y2-0702A            ;0;0;0;20140812;2;803992;142;1008;1008;篁园服装市场;男装
32427292;01A2423A            ;0;0;0;20140812;1;760210;115;1001;1001;一区市场;玩具
32427293;0448212             ;0;0;0;20140812;1;790195;86;1006;1006;四区市场;文胸内衣
32427294;shop_113567         ;0;0;0;20140812;4;100008167;522;1007;1007;五区市场;小商品配送
32427295;0216515B            ;0;0;0;20140812;1;775464;18;1003;1003;二区市场;五金厨卫
32427296;0211111             ;0;0;0;20140812;1;762898;15;1003;1003;二区市场;箱包
32427297;04AA409             ;0;0;0;20140812;2;100000368;2000;1006;1006;四区市场;旅游购物中心
32427298;01A18651            ;0;0;0;20140812;1;751129;115;1001;1001;一区市场;玩具
32427299;0443563             ;0;0;0;20140812;1;791172;80;1006;1006;四区市场;鞋类
32427300;shop_119111         ;0;0;0;20140812;1;779008;130;1006;1006;四区市场;袜类
32427301;01A6739B            ;0;0;0;20140812;1;755648;9;1001;1001;一区市场;装饰工艺
32427302;0214695             ;0;0;0;20140812;1;774667;17;1003;1003;二区市场;五金工具/配件
32427303;01A6604A            ;0;0;0;20140812;3;750123;9;1001;1001;一区市场;装饰工艺
32427304;0440632             ;0;0;0;20140812;1;787006;46;1006;1006;四区市场;花边
32427305;0212614             ;0;0;0;20140812;1;764197;15;1003;1003;二区市场;箱包
32427306;shop_119247         ;0;0;0;20140812;1;758623;2;1001;1001;一区市场;花类配件
32427307;0324756B            ;0;0;0;20140812;1;774796;68;1004;1004;三区市场;办公学习用品
32427308;shop_96262          ;0;0;0;20140812;1;749753;503;1004;1004;三区市场;生产企业直销中心-文化体育
32427309;shop_101875         ;0;0;0;20140812;1;806063;142;1008;1008;篁园服装市场;男装
32427310;0450658             ;0;0;0;20140812;1;813806;514;1006;1006;四区市场;服饰
32427311;0444436             ;0;0;0;20140812;1;813555;80;1006;1006;四区市场;鞋类
32427312;01A2265A            ;0;0;0;20140812;1;757124;115;1001;1001;一区市场;玩具
32427313;0329154             ;0;0;0;20140812;1;813221;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32427314;shop_117090         ;0;0;0;20140812;1;777490;130;1006;1006;四区市场;袜类
32427315;shop_105402         ;0;0;0;20140812;1;767458;514;1006;1006;四区市场;服饰
32427316;0434510             ;0;0;0;20140812;1;789815;78;1006;1006;四区市场;日用百货
32427317;JJ3C24              ;0;0;0;20140812;1;100001533;1106;2003;2003;家具市场;实木家具
32427318;shop_115641         ;0;0;0;20140812;1;100008488;522;1007;1007;五区市场;小商品配送
32427319;shop_101671         ;0;0;0;20140812;1;810475;153;1008;1008;篁园服装市场;衬衫及其他
32427320;0213430             ;0;0;0;20140812;1;762972;23;1003;1003;二区市场;锁具
32427321;0440318             ;0;0;0;20140812;1;791724;74;1006;1006;四区市场;线带
32427322;0435329B            ;0;0;0;20140812;2;778705;78;1006;1006;四区市场;日用百货
32427323;Y1-0253A            ;0;0;0;20140812;1;802574;141;1008;1008;篁园服装市场;裤
32427324;02104151            ;0;0;0;20140812;1;766385;14;1003;1003;二区市场;雨披/包装袋
32427325;04AA087             ;0;0;0;20140812;1;100000090;2000;1006;1006;四区市场;旅游购物中心
32427326;0435325A            ;0;0;0;20140812;1;787692;78;1006;1006;四区市场;日用百货
32427327;Y5-0963             ;0;0;0;20140812;1;810798;148;1008;1008;篁园服装市场;童装
32427328;0432859B            ;0;0;0;20140812;1;783691;130;1006;1006;四区市场;袜类
32427329;shop_109655         ;0;0;0;20140812;1;760489;17;1003;1003;二区市场;五金工具/配件
32427330;Y1-0532             ;0;0;0;20140812;1;809408;143;1008;1008;篁园服装市场;牛仔
32427331;shop_111318         ;0;0;0;20140812;1;769128;68;1004;1004;三区市场;办公学习用品
32427332;0326081             ;0;0;0;20140812;2;773449;81;1004;1004;三区市场;化妆品
32427333;NM201561A           ;0;0;0;20140812;1;100003660;10670;2002;2002;义乌副食品市场;调味品、食用油类
32427334;0323834             ;0;0;0;20140812;2;768842;68;1004;1004;三区市场;办公学习用品
32427335;0445621A            ;0;0;0;20140812;1;795394;131;1006;1006;四区市场;皮带/配件
32427337;0570159             ;0;0;0;20140812;1;100008008;185;1007;1007;五区市场;虚拟商铺
32427338;shop_117059         ;0;0;0;20140812;1;782868;130;1006;1006;四区市场;袜类
32427339;04AA315             ;0;0;0;20140812;1;100000281;2000;1006;1006;四区市场;旅游购物中心
32427340;01A5820B            ;0;0;0;20140812;2;754721;7;1001;1001;一区市场;珠宝首饰
32427341;04AA297             ;0;0;0;20140812;1;100001249;2000;1006;1006;四区市场;旅游购物中心
32427342;0210621             ;0;0;0;20140812;1;772984;24;1003;1003;二区市场;伞具
32427344;01A2367A            ;0;0;0;20140812;1;756294;115;1001;1001;一区市场;玩具
32427345;0436052A            ;0;0;0;20140812;1;783978;78;1006;1006;四区市场;日用百货
32427346;0443921             ;0;0;0;20140812;1;795477;80;1006;1006;四区市场;鞋类
32427347;0216322             ;0;0;0;20140812;1;762166;18;1003;1003;二区市场;五金厨卫
32427348;Y4-0768A            ;0;0;0;20140812;1;806171;149;1008;1008;篁园服装市场;羊毛衫
32427349;0324015B            ;0;0;0;20140812;1;778002;68;1004;1004;三区市场;办公学习用品
32427351;NM202010A           ;0;0;0;20140812;1;100004678;10671;2002;2002;义乌副食品市场;其他副食类
32427354;01A9342             ;0;0;0;20140812;2;751587;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32427355;0328351             ;0;0;0;20140812;1;773806;65;1004;1004;三区市场;服装辅料
32427356;01A1661             ;0;0;0;20140812;1;752695;115;1001;1001;一区市场;玩具
32427357;shop_119238         ;0;0;0;20140812;1;200004462;3301;3010;3010;万家义购;服装
32427358;0328137             ;0;0;0;20140812;1;779198;515;1004;1004;三区市场;辅料配件
32427359;0434305             ;0;0;0;20140812;1;785833;78;1006;1006;四区市场;日用百货
32427360;Y5-1001A            ;0;0;0;20140812;1;809895;148;1008;1008;篁园服装市场;童装
32427361;shop_105425         ;0;0;0;20140812;1;774691;18;1003;1003;二区市场;五金厨卫
32427362;0211632             ;0;0;0;20140812;1;760791;15;1003;1003;二区市场;箱包
32427363;shop_96504          ;0;0;0;20140812;1;100004640;10671;2002;2002;义乌副食品市场;其他副食类
32427364;shop_103030         ;0;0;0;20140812;2;100006632;183;1007;1007;五区市场;其他进口商品
32427365;0217291             ;0;0;0;20140812;1;762341;19;1003;1003;二区市场;小家电
32427366;04308851            ;0;0;0;20140812;1;776772;130;1006;1006;四区市场;袜类
32427367;0430442             ;0;0;0;20140812;1;779510;130;1006;1006;四区市场;袜类
32427368;shop_106003         ;0;0;0;20140812;1;782354;132;1006;1006;四区市场;针棉织品
32427369;0432561             ;0;0;0;20140812;1;769275;130;1006;1006;四区市场;袜类
32427370;0329108             ;0;0;0;20140812;4;776907;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32427371;0321628             ;0;0;0;20140812;1;767813;107;1004;1004;三区市场;笔墨纸制品
32427372;shop_120976         ;0;0;0;20140812;1;770608;68;1004;1004;三区市场;办公学习用品
