ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32433329;Y1-0821A            ;0;0;0;20140812;1
32433330;shop_97004          ;0;0;0;20140812;1
32433331;0565904             ;0;0;0;20140812;1
32433332;0328321             ;0;0;0;20140812;1
32433333;0213776A            ;0;0;0;20140812;1
32433334;0326695             ;0;0;0;20140812;1
32433335;0444192             ;0;0;0;20140812;1
32433336;shop_122137         ;0;0;0;20140812;2
32433337;0431413             ;0;0;0;20140812;2
32433338;shop_115579         ;0;0;0;20140812;1
32433339;04455941            ;0;0;0;20140812;4
32433340;0213389             ;0;0;0;20140812;1
32433341;0325434             ;0;0;0;20140812;1
32433342;0327972             ;0;0;0;20140812;1
32433343;0432997A            ;0;0;0;20140812;1
32433344;shop_120253         ;0;0;0;20140812;1
32433345;Y2-0053             ;0;0;0;20140812;1
32433346;04AA411             ;0;0;0;20140812;1
32433347;0434783B            ;0;0;0;20140812;1
32433348;shop_101948         ;0;0;0;20140812;1
32433349;NM201765            ;0;0;0;20140812;1
32433350;shop_126802         ;0;0;0;20140812;2
32433351;0323571             ;0;0;0;20140812;1
32433352;0438916             ;0;0;0;20140812;1
32433353;shop_96572          ;0;0;0;20140812;1
32433354;shop_121460         ;0;0;0;20140812;1
32433355;JJ5B5               ;0;0;0;20140812;2
32433356;0210528             ;0;0;0;20140812;1
32433357;shop_121650         ;0;0;0;20140812;1
32433358;0328693             ;0;0;0;20140812;3
32433359;shop_99957          ;0;0;0;20140812;1
32433360;Y5-0711A            ;0;0;0;20140812;1
32433361;shop_119327         ;0;0;0;20140812;1
32433362;0210378             ;0;0;0;20140812;1
32433363;01A1043B            ;0;0;0;20140812;1
32433364;shop_121622         ;0;0;0;20140812;1
32433365;0321290             ;0;0;0;20140812;1
32433366;0435726A            ;0;0;0;20140812;2
32433367;01A9264             ;0;0;0;20140812;1
32433368;NM202064            ;0;0;0;20140812;3
32433369;0443028A            ;0;0;0;20140812;1
32433370;0213819A            ;0;0;0;20140812;1
32433371;shop_120819         ;0;0;0;20140812;1
32433372;shop_119491         ;0;0;0;20140812;1
32433373;0560674             ;0;0;0;20140812;1
32433374;0440884B            ;0;0;0;20140812;1
32433375;0442100             ;0;0;0;20140812;1
32433376;01AA786             ;0;0;0;20140812;1
32433377;shop_115630         ;0;0;0;20140812;1
32433378;0435806A            ;0;0;0;20140812;1
32433379;shop_126564         ;0;0;0;20140812;1
32433380;JJ-1L1              ;0;0;0;20140812;1
32433381;01A86181            ;0;0;0;20140812;1
32433382;01A7447A            ;0;0;0;20140812;2
32433383;shop_98889          ;0;0;0;20140812;1
32433384;0431566             ;0;0;0;20140812;1
32433385;Y3-0688A            ;0;0;0;20140812;1
32433386;04AA203             ;0;0;0;20140812;1
32433387;0326885             ;0;0;0;20140812;1
32433388;shop_123344         ;0;0;0;20140812;1
32433389;0445118A            ;0;0;0;20140812;2
32433390;shop_122126         ;0;0;0;20140812;1
32433391;0443485A            ;0;0;0;20140812;1
32433392;shop_120811         ;0;0;0;20140812;1
32433393;04AA463             ;0;0;0;20140812;1
32433394;shop_118005         ;0;0;0;20140812;1
32433395;shop_112765         ;0;0;0;20140812;1
32433396;01A3993             ;0;0;0;20140812;1
32433397;0448504A1           ;0;0;0;20140812;2
32433398;0446151             ;0;0;0;20140812;1
32433399;NM201483            ;0;0;0;20140812;1
32433400;shop_107681         ;0;0;0;20140812;2
32433401;0447747             ;0;0;0;20140812;1
32433402;shop_107821         ;0;0;0;20140812;1
32433403;0435411B            ;0;0;0;20140812;1
32433404;0326532             ;0;0;0;20140812;1
32433405;shop_117875         ;0;0;0;20140812;2
32433406;Y1-04681            ;0;0;0;20140812;1
32433407;shop_127755         ;0;0;0;20140812;2
32433408;0215024             ;0;0;0;20140812;1
32433409;shop_116737         ;0;0;0;20140812;1
32433410;0328024             ;0;0;0;20140812;1
32433411;01A1461B            ;0;0;0;20140812;2
32433412;shop_127454         ;0;0;0;20140812;1
32433413;01A1861A            ;0;0;0;20140812;1
32433414;Y1-0022A            ;0;0;0;20140812;1
32433415;0325596             ;0;0;0;20140812;1
32433416;shop_101455         ;0;0;0;20140812;1
32433417;01A7756             ;0;0;0;20140812;1
32433418;shop_101099         ;0;0;0;20140812;1
32433419;shop_111391         ;0;0;0;20140812;1
32433420;shop_128304         ;0;0;0;20140812;1
32433421;0435683B            ;0;0;0;20140812;1
32433422;0430388B            ;0;0;0;20140812;1
32433423;shop_96331          ;0;0;0;20140812;3
32433424;01A2223             ;0;0;0;20140812;1
32433425;0329144             ;0;0;0;20140812;1
32433426;0437347A            ;0;0;0;20140812;1
32433427;0326931             ;0;0;0;20140812;2
32433428;shop_103423         ;0;0;0;20140812;1
32433429;0327339             ;0;0;0;20140812;1
32433430;0326619             ;0;0;0;20140812;1
32433431;01A59221            ;0;0;0;20140812;1
32433432;0451322             ;0;0;0;20140812;1
32433433;0448113             ;0;0;0;20140812;1
32433434;shop_127577         ;0;0;0;20140812;1
32433435;shop_103043         ;0;0;0;20140812;2
32433436;0329391             ;0;0;0;20140812;2
32433437;0327973             ;0;0;0;20140812;1
32433438;0327689             ;0;0;0;20140812;1
32433439;JJ5A31              ;0;0;0;20140812;1
32433440;shop_97078          ;0;0;0;20140812;1
32433441;0210477B            ;0;0;0;20140812;1
32433442;JJ2A5               ;0;0;0;20140812;1
32433443;0439142             ;0;0;0;20140812;1
32433444;0440750             ;0;0;0;20140812;1
32433445;shop_126822         ;0;0;0;20140812;1
32433446;0443243A            ;0;0;0;20140812;1
32433447;0210618A            ;0;0;0;20140812;1
32433448;01A3597A            ;0;0;0;20140812;2
32433449;shop_122230         ;0;0;0;20140812;1
32433450;01AA753             ;0;0;0;20140812;1
32433451;JJ5A26              ;0;0;0;20140812;1
32433452;0434136             ;0;0;0;20140812;1
32433453;01A2771B            ;0;0;0;20140812;2
32433454;shop_118493         ;0;0;0;20140812;1
32433455;0211194A            ;0;0;0;20140812;2
32433456;01A5311A            ;0;0;0;20140812;1
32433457;0211984B            ;0;0;0;20140812;1
32433458;01A1412             ;0;0;0;20140812;2
32433459;shop_97721          ;0;0;0;20140812;1
32433460;0211515B            ;0;0;0;20140812;1
32433461;04AA249             ;0;0;0;20140812;1
32433462;shop_123356         ;0;0;0;20140812;3
32433463;0325090             ;0;0;0;20140812;1
32433464;shop_103169         ;0;0;0;20140812;2
32433465;0213145B            ;0;0;0;20140812;1
32433466;04AA291             ;0;0;0;20140812;1
32433467;04AA374             ;0;0;0;20140812;1
32433468;shop_99164          ;0;0;0;20140812;1
32433469;shop_101803         ;0;0;0;20140812;1
32433470;04AA388             ;0;0;0;20140812;1
32433471;01A68831            ;0;0;0;20140812;1
32433472;shop_99454          ;0;0;0;20140812;1
32433473;0435165             ;0;0;0;20140812;1
32433474;0326636A            ;0;0;0;20140812;1
32433475;01A6297             ;0;0;0;20140812;1
32433476;04AA299             ;0;0;0;20140812;1
32433477;shop_118155         ;0;0;0;20140812;1
32433478;0326502B            ;0;0;0;20140812;2
32433479;0435926A            ;0;0;0;20140812;1
32433480;0431421             ;0;0;0;20140812;2
32433481;shop_126637         ;0;0;0;20140812;1
32433482;0327262             ;0;0;0;20140812;1
32433483;0440897A            ;0;0;0;20140812;1
32433484;Y5-1017             ;0;0;0;20140812;1
32433485;0438034A1           ;0;0;0;20140812;1
32433486;0217007             ;0;0;0;20140812;1
32433487;Y5-0277A            ;0;0;0;20140812;1
32433488;Y3-0363A            ;0;0;0;20140812;1
32433489;shop_110521         ;0;0;0;20140812;1
32433490;shop_98468          ;0;0;0;20140812;2
32433491;shop_126030         ;0;0;0;20140812;1
32433492;0450112             ;0;0;0;20140812;2
32433493;shop_128124         ;0;0;0;20140812;1
32433494;0216817             ;0;0;0;20140812;1
32433495;01A7027B            ;0;0;0;20140812;1
32433496;0327720             ;0;0;0;20140812;1
32433497;0219522             ;0;0;0;20140812;1
32433498;0443017             ;0;0;0;20140812;1
32433499;01A7394A            ;0;0;0;20140812;2
32433500;0324668             ;0;0;0;20140812;1
32433501;0437996B            ;0;0;0;20140812;1
32433502;0328384             ;0;0;0;20140812;1
32433503;shop_122142         ;0;0;0;20140812;1
32433504;0437153             ;0;0;0;20140812;1
32433505;shop_104638         ;0;0;0;20140812;1
32433506;0216353A            ;0;0;0;20140812;1
32433507;shop_109091         ;0;0;0;20140812;1
32433508;0568354             ;0;0;0;20140812;1
32433509;shop_114306         ;0;0;0;20140812;1
32433510;shop_126793         ;0;0;0;20140812;2
32433511;01AA221B            ;0;0;0;20140812;1
32433512;0216315A            ;0;0;0;20140812;1
32433513;0213370A            ;0;0;0;20140812;1
32433514;0327602A            ;0;0;0;20140812;1
32433515;01A5850A            ;0;0;0;20140812;1
32433516;01A5854B            ;0;0;0;20140812;1
32433517;Y2-0256A            ;0;0;0;20140812;1
32433518;JJ5B10              ;0;0;0;20140812;1
32433519;0325637A            ;0;0;0;20140812;1
32433520;shop_124479         ;0;0;0;20140812;2
32433521;0441156A1           ;0;0;0;20140812;1
32433522;0212469A            ;0;0;0;20140812;1
32433523;shop_107484         ;0;0;0;20140812;2
32433524;0443639A            ;0;0;0;20140812;1
32433525;shop_99898          ;0;0;0;20140812;2
32433526;shop_111956         ;0;0;0;20140812;1
32433527;shop_119409         ;0;0;0;20140812;2
32433528;0442527             ;0;0;0;20140812;2
32433529;0451313             ;0;0;0;20140812;1
32433530;shop_122946         ;0;0;0;20140812;1
32433531;shop_121430         ;0;0;0;20140812;1
32433532;0216806B            ;0;0;0;20140812;1
32433533;0430308             ;0;0;0;20140812;2
32433534;0321839             ;0;0;0;20140812;3
32433535;01A1934             ;0;0;0;20140812;2
32433536;0434730A            ;0;0;0;20140812;1
32433537;0569226             ;0;0;0;20140812;1
32433538;NM201514            ;0;0;0;20140812;1
32433539;shop_109468         ;0;0;0;20140812;1
32433540;0435838A            ;0;0;0;20140812;1
32433541;0327569A            ;0;0;0;20140812;1
32433542;shop_98445          ;0;0;0;20140812;1
32433543;0321243B            ;0;0;0;20140812;1
32433544;shop_126846         ;0;0;0;20140812;1
32433545;shop_100806         ;0;0;0;20140812;1
32433546;0430649B            ;0;0;0;20140812;1
32433547;shop_109929         ;0;0;0;20140812;1
32433548;0440136             ;0;0;0;20140812;1
32433549;0448176             ;0;0;0;20140812;1
32433550;NM201771            ;0;0;0;20140812;1
32433551;0437883A            ;0;0;0;20140812;2
32433552;04AA340             ;0;0;0;20140812;1
32433553;shop_112371         ;0;0;0;20140812;1
32433554;01A4750A            ;0;0;0;20140812;1
32433555;shop_127576         ;0;0;0;20140812;1
32433556;shop_117573         ;0;0;0;20140812;1
32433557;0329370             ;0;0;0;20140812;2
32433558;shop_99911          ;0;0;0;20140812;2
32433559;shop_105849         ;0;0;0;20140812;1
32433560;01A4719             ;0;0;0;20140812;1
32433561;0326756             ;0;0;0;20140812;1
32433562;shop_109179         ;0;0;0;20140812;1
32433563;shop_107561         ;0;0;0;20140812;1
32433564;Y2-0773             ;0;0;0;20140812;1
32433565;0443942A            ;0;0;0;20140812;1
32433566;shop_102422         ;0;0;0;20140812;1
32433567;0445213             ;0;0;0;20140812;1
32433568;shop_107845         ;0;0;0;20140812;1
32433569;shop_126171         ;0;0;0;20140812;1
32433570;01A4635A            ;0;0;0;20140812;1
32433571;0325025B            ;0;0;0;20140812;1
32433572;NM10600             ;0;0;0;20140812;1
32433573;shop_118092         ;0;0;0;20140812;1
32433574;shop_100028         ;0;0;0;20140812;1
32433575;shop_107581         ;0;0;0;20140812;1
32433576;01A74821            ;0;0;0;20140812;1
32433577;0325198             ;0;0;0;20140812;1
32433578;0217517             ;0;0;0;20140812;1
32433579;01A5446A            ;0;0;0;20140812;1
32433580;shop_115607         ;0;0;0;20140812;1
32433581;01AAA20A            ;0;0;0;20140812;1
32433582;0325708             ;0;0;0;20140812;1
32433583;0434824             ;0;0;0;20140812;1
32433584;0213908             ;0;0;0;20140812;1
32433585;shop_97055          ;0;0;0;20140812;1
32433586;shop_113307         ;0;0;0;20140812;1
32433587;04373641            ;0;0;0;20140812;3
32433588;0321655             ;0;0;0;20140812;1
32433589;0328133             ;0;0;0;20140812;2
32433590;shop_103353         ;0;0;0;20140812;2
32433591;0440827             ;0;0;0;20140812;1
32433592;0324997B            ;0;0;0;20140812;1
32433593;0325852A            ;0;0;0;20140812;2
32433594;shop_110355         ;0;0;0;20140812;1
32433595;shop_124555         ;0;0;0;20140812;1
32433596;shop_127475         ;0;0;0;20140812;1
32433597;0215659B            ;0;0;0;20140812;2
32433598;Y2-0356A            ;0;0;0;20140812;1
32433599;0430787             ;0;0;0;20140812;3
32433600;shop_116813         ;0;0;0;20140812;1
32433601;04AA384             ;0;0;0;20140812;1
32433602;shop_125650         ;0;0;0;20140812;1
32433603;0562330             ;0;0;0;20140812;1
32433604;01AA634             ;0;0;0;20140812;1
32433605;0443634             ;0;0;0;20140812;3
32433606;shop_126949         ;0;0;0;20140812;1
32433607;shop_119010         ;0;0;0;20140812;1
32433608;04487331            ;0;0;0;20140812;1
32433609;0441322             ;0;0;0;20140812;2
32433610;0562231             ;0;0;0;20140812;1
32433611;0442924             ;0;0;0;20140812;1
32433612;shop_116881         ;0;0;0;20140812;1
32433613;0212639             ;0;0;0;20140812;1
32433614;shop_127201         ;0;0;0;20140812;1
32433615;shop_103404         ;0;0;0;20140812;1
32433616;0323103             ;0;0;0;20140812;1
32433617;01A4376A            ;0;0;0;20140812;1
32433618;0446801             ;0;0;0;20140812;1
32433619;shop_122962         ;0;0;0;20140812;1
32433620;0328279             ;0;0;0;20140812;1
32433621;shop_118647         ;0;0;0;20140812;1
32433622;0432363             ;0;0;0;20140812;1
32433623;01A6224A            ;0;0;0;20140812;1
32433624;shop_121215         ;0;0;0;20140812;1
32433625;01A07922            ;0;0;0;20140812;1
32433626;shop_116451         ;0;0;0;20140812;1
32433627;0437090A            ;0;0;0;20140812;1
32433628;shop_116464         ;0;0;0;20140812;1
32433629;shop_127104         ;0;0;0;20140812;1
32433630;shop_114465         ;0;0;0;20140812;1
32433631;shop_99243          ;0;0;0;20140812;1
32433632;shop_127217         ;0;0;0;20140812;1
32433633;0328376             ;0;0;0;20140812;1
32433634;0217539A            ;0;0;0;20140812;1
32433635;Y5-0009A            ;0;0;0;20140812;1
32433636;0444342A            ;0;0;0;20140812;1
32433637;0560734             ;0;0;0;20140812;1
32433638;shop_119458         ;0;0;0;20140812;1
32433639;0441909             ;0;0;0;20140812;1
32433640;0447722             ;0;0;0;20140812;1
32433641;shop_118353         ;0;0;0;20140812;1
32433642;0324027             ;0;0;0;20140812;1
32433643;01AA777             ;0;0;0;20140812;2
32433644;0327347             ;0;0;0;20140812;1
32433645;0214207B            ;0;0;0;20140812;1
32433646;0435932A            ;0;0;0;20140812;2
32433647;shop_108951         ;0;0;0;20140812;1
32433648;0328100B            ;0;0;0;20140812;1
32433649;0430923             ;0;0;0;20140812;1
32433650;shop_97939          ;0;0;0;20140812;1
32433651;0214239             ;0;0;0;20140812;1
32433652;0431302A            ;0;0;0;20140812;1
32433653;shop_103630         ;0;0;0;20140812;1
32433654;shop_127484         ;0;0;0;20140812;1
32433655;01A2936A1           ;0;0;0;20140812;1
32433656;0328149B            ;0;0;0;20140812;1
32433657;JJ3A13              ;0;0;0;20140812;2
32433658;shop_116675         ;0;0;0;20140812;1
32433659;04352491            ;0;0;0;20140812;1
32433660;01A2179             ;0;0;0;20140812;1
32433661;0213459             ;0;0;0;20140812;2
32433662;0449347A            ;0;0;0;20140812;1
32433663;shop_110087         ;0;0;0;20140812;1
32433664;shop_116587         ;0;0;0;20140812;1
32433665;0214878             ;0;0;0;20140812;2
32433666;0440858             ;0;0;0;20140812;1
32433667;shop_110573         ;0;0;0;20140812;1
32433668;0445796             ;0;0;0;20140812;1
32433669;01AAA81B            ;0;0;0;20140812;1
32433670;Y5-0378B            ;0;0;0;20140812;1
32433671;0562486             ;0;0;0;20140812;1
32433672;JJ3A15-2            ;0;0;0;20140812;2
32433673;0436501             ;0;0;0;20140812;1
32433674;01A7726             ;0;0;0;20140812;1
32433675;01A3386A            ;0;0;0;20140812;1
32433676;shop_117000         ;0;0;0;20140812;1
32433677;shop_113429         ;0;0;0;20140812;1
32433678;shop_127235         ;0;0;0;20140812;1
32433679;shop_98161          ;0;0;0;20140812;1
32433680;0325324B            ;0;0;0;20140812;1
32433681;shop_116892         ;0;0;0;20140812;1
32433682;01A1856             ;0;0;0;20140812;2
32433683;shop_126916         ;0;0;0;20140812;1
32433684;shop_127230         ;0;0;0;20140812;1
32433685;shop_126160         ;0;0;0;20140812;1
32433686;Y3-0995             ;0;0;0;20140812;2
32433687;04AA129             ;0;0;0;20140812;2
32433688;0450664             ;0;0;0;20140812;1
32433689;shop_118957         ;0;0;0;20140812;1
32433690;shop_119259         ;0;0;0;20140812;1
32433691;shop_96340          ;0;0;0;20140812;1
32433692;04AA239             ;0;0;0;20140812;1
32433693;shop_107796         ;0;0;0;20140812;1
32433694;shop_122999         ;0;0;0;20140812;1
32433695;Y4-0637A            ;0;0;0;20140812;1
32433696;0327274             ;0;0;0;20140812;2
32433697;04AA492             ;0;0;0;20140812;1
32433698;0218809             ;0;0;0;20140812;1
32433699;0430838             ;0;0;0;20140812;1
32433700;0435867             ;0;0;0;20140812;1
32433701;shop_119199         ;0;0;0;20140812;1
32433702;0437409A            ;0;0;0;20140812;1
32433703;01A2004A            ;0;0;0;20140812;1
32433704;Y5-0464A            ;0;0;0;20140812;1
32433705;0329402             ;0;0;0;20140812;1
32433706;shop_119682         ;0;0;0;20140812;1
32433707;0440898A            ;0;0;0;20140812;1
32433708;Y5-0684B            ;0;0;0;20140812;1
32433709;0435652             ;0;0;0;20140812;3
32433710;0437998A            ;0;0;0;20140812;1
32433711;JJ3B2               ;0;0;0;20140812;1
32433712;01A2881A            ;0;0;0;20140812;1
32433713;0215416A            ;0;0;0;20140812;1
32433714;shop_96844          ;0;0;0;20140812;1
32433715;shop_96961          ;0;0;0;20140812;1
32433716;01AA350A            ;0;0;0;20140812;1
32433717;shop_109586         ;0;0;0;20140812;2
32433718;shop_126524         ;0;0;0;20140812;1
32433719;0448955             ;0;0;0;20140812;1
32433720;0432296             ;0;0;0;20140812;1
32433721;04411191            ;0;0;0;20140812;1
32433722;0326796             ;0;0;0;20140812;1
32433723;0436560             ;0;0;0;20140812;1
32433724;Y2-0468A            ;0;0;0;20140812;1
32433725;0441341             ;0;0;0;20140812;1
32433726;0448338             ;0;0;0;20140812;2
32433727;0327712             ;0;0;0;20140812;1
32433728;0327453B            ;0;0;0;20140812;1
32433729;0440405A            ;0;0;0;20140812;1
32433730;shop_117641         ;0;0;0;20140812;1
32433731;JJ4A15              ;0;0;0;20140812;2
32433732;0434589B            ;0;0;0;20140812;1
32433733;shop_108957         ;0;0;0;20140812;1
32433734;0216894             ;0;0;0;20140812;1
32433735;0210589             ;0;0;0;20140812;1
32433736;0321524             ;0;0;0;20140812;2
32433737;0219159             ;0;0;0;20140812;1
32433738;0321956             ;0;0;0;20140812;5
32433739;04314562            ;0;0;0;20140812;1
32433740;0432442A            ;0;0;0;20140812;1
32433741;shop_118428         ;0;0;0;20140812;1
32433742;04AA430             ;0;0;0;20140812;1
32433743;shop_102372         ;0;0;0;20140812;1
32433744;0435905A            ;0;0;0;20140812;1
32433745;01A1853             ;0;0;0;20140812;1
32433746;01A5709A1           ;0;0;0;20140812;1
32433747;shop_128300         ;0;0;0;20140812;1
32433748;NM201569            ;0;0;0;20140812;1
32433749;0431617B            ;0;0;0;20140812;1
32433750;shop_100167         ;0;0;0;20140812;1
32433751;shop_110991         ;0;0;0;20140812;1
32433752;0438836             ;0;0;0;20140812;1
32433753;04AA279             ;0;0;0;20140812;2
32433754;0436288             ;0;0;0;20140812;1
32433755;01A7562             ;0;0;0;20140812;1
32433756;shop_117637         ;0;0;0;20140812;1
32433757;0442500A            ;0;0;0;20140812;1
32433758;0568325             ;0;0;0;20140812;1
32433759;0451552             ;0;0;0;20140812;1
32433760;01A1139B            ;0;0;0;20140812;1
32433761;0439181A            ;0;0;0;20140812;2
32433762;01A7612B            ;0;0;0;20140812;1
32433763;shop_102575         ;0;0;0;20140812;1
32433764;0219431             ;0;0;0;20140812;1
32433765;0440618B            ;0;0;0;20140812;1
32433766;Y1-0626B            ;0;0;0;20140812;2
32433767;shop_122149         ;0;0;0;20140812;1
32433768;0214149A1           ;0;0;0;20140812;1
32433769;0438011B            ;0;0;0;20140812;1
32433770;0216315B            ;0;0;0;20140812;2
32433771;Y5-0197             ;0;0;0;20140812;1
32433772;shop_123127         ;0;0;0;20140812;1
32433773;01A1908             ;0;0;0;20140812;3
32433774;NM201825A           ;0;0;0;20140812;1
32433775;shop_117195         ;0;0;0;20140812;2
32433776;01A58521            ;0;0;0;20140812;1
32433777;Y1-0464A            ;0;0;0;20140812;1
32433778;0443519             ;0;0;0;20140812;1
32433779;0432824B            ;0;0;0;20140812;1
32433780;01A2897             ;0;0;0;20140812;1
32433781;01A8889             ;0;0;0;20140812;1
32433782;shop_116988         ;0;0;0;20140812;1
32433783;shop_107935         ;0;0;0;20140812;1
32433784;shop_121655         ;0;0;0;20140812;1
32433785;0219825             ;0;0;0;20140812;1
32433786;0217765             ;0;0;0;20140812;1
32433787;0443786A            ;0;0;0;20140812;2
32433788;04AA457             ;0;0;0;20140812;1
32433789;shop_127815         ;0;0;0;20140812;1
32433790;0328339             ;0;0;0;20140812;1
32433791;shop_111684         ;0;0;0;20140812;1
32433792;shop_119163         ;0;0;0;20140812;1
32433793;0450414             ;0;0;0;20140812;1
32433794;Y1-0307A            ;0;0;0;20140812;1
32433795;01A5206             ;0;0;0;20140812;2
32433796;shop_116569         ;0;0;0;20140812;1
32433797;0438834             ;0;0;0;20140812;2
32433798;0210381B            ;0;0;0;20140812;1
32433799;0450108             ;0;0;0;20140812;1
32433800;0327945             ;0;0;0;20140812;1
32433801;shop_111785         ;0;0;0;20140812;2
32433802;JJ2B20              ;0;0;0;20140812;1
32433803;016301-3            ;0;0;0;20140812;1
32433804;04AA327             ;0;0;0;20140812;1
32433805;01AA773             ;0;0;0;20140812;1
32433806;0430401             ;0;0;0;20140812;1
32433807;01A9293             ;0;0;0;20140812;2
32433808;0447215             ;0;0;0;20140812;2
32433809;0217005             ;0;0;0;20140812;1
32433810;shop_116845         ;0;0;0;20140812;1
32433811;0431144A            ;0;0;0;20140812;1
32433812;0444135             ;0;0;0;20140812;1
32433813;shop_123786         ;0;0;0;20140812;1
32433814;Y1-0563B            ;0;0;0;20140812;1
32433815;shop_116551         ;0;0;0;20140812;1
32433816;0439123A            ;0;0;0;20140812;1
32433817;shop_104189         ;0;0;0;20140812;1
32433818;shop_126093         ;0;0;0;20140812;1
32433819;01A2849A            ;0;0;0;20140812;1
32433820;0328043             ;0;0;0;20140812;1
32433821;shop_121474         ;0;0;0;20140812;1
32433822;0327895A            ;0;0;0;20140812;1
32433823;0321716             ;0;0;0;20140812;1
32433824;shop_107722         ;0;0;0;20140812;2
32433825;04AA382             ;0;0;0;20140812;1
32433826;0211761             ;0;0;0;20140812;1
32433827;04AA321             ;0;0;0;20140812;2
32433828;01A2509B            ;0;0;0;20140812;1
32433829;shop_123179         ;0;0;0;20140812;1
32433830;shop_117576         ;0;0;0;20140812;1
32433831;0448813             ;0;0;0;20140812;1
32433832;0447291B            ;0;0;0;20140812;1
32433833;0326520A            ;0;0;0;20140812;1
32433834;0442511             ;0;0;0;20140812;1
32433835;03217051            ;0;0;0;20140812;1
32433836;0434427A            ;0;0;0;20140812;2
32433837;NM10555A            ;0;0;0;20140812;1
32433838;shop_116964         ;0;0;0;20140812;1
32433839;01A3763B2           ;0;0;0;20140812;2
32433840;01A2742A            ;0;0;0;20140812;1
32433841;01A7803A            ;0;0;0;20140812;1
32433842;Y5-0902A            ;0;0;0;20140812;1
32433843;shop_102518         ;0;0;0;20140812;1
32433844;0213758             ;0;0;0;20140812;1
32433845;shop_117339         ;0;0;0;20140812;1
32433846;0432839B            ;0;0;0;20140812;1
32433847;shop_126789         ;0;0;0;20140812;1
32433848;0328281             ;0;0;0;20140812;1
32433849;shop_119274         ;0;0;0;20140812;1
32433850;shop_125579         ;0;0;0;20140812;1
32433851;JJ2A14              ;0;0;0;20140812;1
32433852;0328215             ;0;0;0;20140812;2
32433853;shop_121465         ;0;0;0;20140812;1
32433854;0432771A            ;0;0;0;20140812;1
32433855;Y1-0448A            ;0;0;0;20140812;1
32433856;0328085             ;0;0;0;20140812;2
32433857;0448165             ;0;0;0;20140812;1
32433858;0442291             ;0;0;0;20140812;1
32433859;01A41112            ;0;0;0;20140812;1
32433860;01A6014             ;0;0;0;20140812;1
32433861;0217553             ;0;0;0;20140812;1
32433862;0446691A            ;0;0;0;20140812;1
32433863;0441504             ;0;0;0;20140812;1
32433864;shop_127513         ;0;0;0;20140812;1
32433865;0448360             ;0;0;0;20140812;2
32433866;01A4594             ;0;0;0;20140812;1
32433867;shop_98060          ;0;0;0;20140812;1
32433868;01A1386             ;0;0;0;20140812;1
32433869;0328644             ;0;0;0;20140812;1
32433870;0324414A            ;0;0;0;20140812;1
32433871;0211603             ;0;0;0;20140812;2
32433872;NM3015-1            ;0;0;0;20140812;1
32433873;shop_120853         ;0;0;0;20140812;1
32433874;shop_121958         ;0;0;0;20140812;1
32433875;shop_100790         ;0;0;0;20140812;1
32433876;shop_97897          ;0;0;0;20140812;1
32433877;0321463B            ;0;0;0;20140812;1
32433878;0218121A            ;0;0;0;20140812;1
32433879;shop_121998         ;0;0;0;20140812;1
32433880;01AA559             ;0;0;0;20140812;1
32433881;shop_106967         ;0;0;0;20140812;1
32433882;0210171             ;0;0;0;20140812;1
32433883;0450086             ;0;0;0;20140812;1
32433884;NM3051              ;0;0;0;20140812;1
32433885;01A3483B            ;0;0;0;20140812;1
32433886;shop_110964         ;0;0;0;20140812;1
32433887;01A1331B            ;0;0;0;20140812;1
32433888;0329063             ;0;0;0;20140812;2
32433889;0216959A1           ;0;0;0;20140812;1
32433890;0218247             ;0;0;0;20140812;1
32433891;01A39731            ;0;0;0;20140812;1
32433892;0324948             ;0;0;0;20140812;1
32433893;0210444B            ;0;0;0;20140812;1
32433894;01A4684B            ;0;0;0;20140812;1
32433895;0326806             ;0;0;0;20140812;1
32433896;0329087             ;0;0;0;20140812;2
32433897;0322517A            ;0;0;0;20140812;1
32433898;shop_126136         ;0;0;0;20140812;1
32433899;01A2047             ;0;0;0;20140812;1
32433900;01A4328B            ;0;0;0;20140812;1
32433901;0213825A            ;0;0;0;20140812;1
32433902;0328244             ;0;0;0;20140812;2
32433903;shop_114464         ;0;0;0;20140812;1
32433904;shop_119416         ;0;0;0;20140812;2
32433905;0214559B            ;0;0;0;20140812;1
32433906;0449447A            ;0;0;0;20140812;1
32433907;01A8363             ;0;0;0;20140812;1
32433908;shop_107945         ;0;0;0;20140812;1
32433909;0216899A            ;0;0;0;20140812;1
32433910;0213582             ;0;0;0;20140812;1
32433911;0443447A            ;0;0;0;20140812;1
32433912;0328248-2B          ;0;0;0;20140812;2
32433913;01AAA79A            ;0;0;0;20140812;1
32433914;shop_108908         ;0;0;0;20140812;2
32433915;01A4932             ;0;0;0;20140812;1
32433916;0324237A            ;0;0;0;20140812;1
32433917;shop_100094         ;0;0;0;20140812;1
32433918;0328632             ;0;0;0;20140812;2
32433919;0447134B            ;0;0;0;20140812;1
32433920;shop_122464         ;0;0;0;20140812;1
32433921;shop_112684         ;0;0;0;20140812;1
32433922;0325717A            ;0;0;0;20140812;3
32433923;shop_107012         ;0;0;0;20140812;1
32433924;0324025             ;0;0;0;20140812;1
32433925;0438822             ;0;0;0;20140812;1
32433926;shop_122467         ;0;0;0;20140812;1
